0.33333333333333315,0.7315789473684211,0.11739130434782608,0.13333333333333336,Iris-setosa
0.2666666666666667,0.5210526315789474,0.11739130434782608,0.13333333333333336,Iris-setosa
0.19999999999999998,0.605263157894737,0.1,0.13333333333333336,Iris-setosa
0.16666666666666646,0.5631578947368422,0.13478260869565217,0.13333333333333336,Iris-setosa
0.29999999999999993,0.773684210526316,0.11739130434782608,0.13333333333333336,Iris-setosa
0.43333333333333346,0.9,0.16956521739130434,0.2,Iris-setosa
0.7333333333333333,0.6473684210526315,0.691304347826087,0.6000000000000001,Iris-versicolor
0.2666666666666667,0.2684210526315789,0.4478260869565217,0.4,Iris-versicolor
0.8333333333333333,0.4789473684210527,0.6739130434782608,0.5,Iris-versicolor
0.3666666666666667,0.3947368421052633,0.5521739130434782,0.5333333333333333,Iris-versicolor
0.29999999999999993,0.1,0.4826086956521739,0.4,Iris-versicolor
0.6000000000000002,0.5210526315789474,0.6043478260869565,0.5666666666666667,Iris-versicolor
0.6333333333333333,0.18421052631578955,0.5695652173913043,0.4,Iris-versicolor
0.6666666666666665,0.4789473684210527,0.691304347826087,0.5333333333333333,Iris-versicolor
0.5666666666666667,0.3947368421052633,0.7608695652173912,0.7,Iris-virginica
0.9,0.605263157894737,0.9,0.8333333333333333,Iris-virginica
0.8666666666666668,0.6473684210526315,0.8652173913043478,0.9,Iris-virginica
0.8666666666666668,0.5210526315789474,0.7782608695652175,0.8333333333333333,Iris-virginica
0.7333333333333333,0.3105263157894737,0.7434782608695653,0.7,Iris-virginica
0.8,0.5210526315789474,0.7782608695652175,0.7333333333333334,Iris-virginica
0.7000000000000001,0.6894736842105262,0.8130434782608696,0.8333333333333333,Iris-virginica
0.6000000000000002,0.5210526315789474,0.7608695652173912,0.6666666666666667,Iris-virginica
0.16666666666666646,0.6894736842105262,0.11739130434782608,0.16666666666666669,Iris-setosa
0.29999999999999993,0.6894736842105262,0.13478260869565217,0.13333333333333336,Iris-setosa
0.1,0.4789473684210527,0.11739130434782608,0.13333333333333336,Iris-setosa
0.2666666666666667,0.5631578947368422,0.13478260869565217,0.1,Iris-setosa
